年度,月份,樣品編號,試驗項目,地點,pH,有機質,P2O5,K2O,CaO,MgO,EC,Fe,Mn,Cu,Zn,Pb,Cd,Ni,Cr,Na,Si
"2018","3","10703004","紅龍果","利嘉段 6900,6901","6.73","1.06","190.22","81.85","590.15","96.31","0.05","413.78","83.84","6.95","4.66","*","*","*","*","*","*"
"2018","3","10703005","釋迦","利嘉段 150-33","6.71","3.87","967.30","60.30","6331.12","164.01","0.07","515.44","202.25","2.71","14.55","*","*","*","*","*","*"
"2018","3","10703006","","大霸段 393","6.53","3.14","1.15","65.49","1332.43","1072.58","0.05","358.10","91.72","5.83","1.66","*","*","*","*","*","*"
"2018","3","10703007","","大霸段 391","6.19","0.96","18.47","92.58","1481.37","190.38","0.03","459.44","150.38","5.35","20.71","*","*","*","*","*","*"
"2018","3","10703008","蔬菜","青海段","6.80","1.50","539.10","65.46","1046.15","756.08","0.14","278.53","74.30","1.32","1.59","*","*","*","*","*","*"
"2018","3","10703009","百香果","建和段","7.44","2.69","193.65","89.84","1855.38","181.90","0.10","470.88","132.35","4.56","20.99","*","*","*","*","*","*"
"2018","3","10703010","紅藜","崎仔段","7.41","1.52","172.24","45.56","1299.60","106.92","0.06","315.12","104.12","2.56","5.40","*","*","*","*","*","*"
"2018","3","10703011","紅藜","崎仔段","7.39","1.61","156.68","84.18","1545.28","93.78","0.09","521.98","96.13","6.70","8.68","*","*","*","*","*","*"
"2018","3","10703012","木鱉果","崎仔段","7.29","1.79","268.11","68.94","2003.48","97.75","0.14","471.26","119.11","5.56","6.97","*","*","*","*","*","*"
"2018","3","10703013","蔬菜","崎仔段","7.65","1.29","111.74","110.68","1131.49","144.16","0.08","393.94","88.72","6.71","9.85","*","*","*","*","*","*"
"2018","3","10703014","","建東段","7.22","1.93","258.89","114.59","890.53","170.90","0.10","356.23","97.49","6.37","5.82","*","*","*","*","*","*"
"2018","3","10703015","檸檬","建和段","6.25","4.54","846.10","266.10","2211.54","191.27","0.17","423.70","69.74","2.22","19.62","*","*","*","*","*","*"
"2018","3","10703016","灌木","花蓮瑞穗鄉瑞燕段 631","7.04","1.59","116.57","63.58","1017.88","153.39","0.08","125.94","29.28","0.85","1.91","*","*","*","*","*","*"
"2018","3","10703017","灌木","花蓮瑞穗鄉瑞燕段 631","7.43","1.63","125.09","57.31","859.47","140.90","0.06","107.85","25.27","0.72","1.52","*","*","*","*","*","*"
"2018","3","10703018","水稻","大鳥段 304","6.30","4.93","0.82","159.03","1496.13","771.61","0.13","1842.77","158.27","8.31","10.07","*","*","*","*","*","*"
"2018","3","10703019","","","6.64","5.93","204.23","396.05","890.49","456.87","0.05","295.35","98.89","1.78","5.13","*","*","*","*","*","*"
"2018","3","10703022","","玉長段 191,192","7.03","3.61","113.61","203.41","1745.23","946.22","0.07","525.82","69.33","4.02","10.52","*","*","*","*","*","*"
"2018","3","10703026","釋迦","華源段 664,700","6.81","2.79","611.20","100.23","780.63","156.23","0.06","396.66","60.77","3.77","2.79","*","*","*","*","*","*"
"2018","3","10703027","荖葉","馬亨亨段","6.30","1.65","950.83","329.54","3088.89","361.98","1.61","578.08","94.35","28.01","45.96","*","*","*","*","*","*"
"2018","3","10703028","檸檬","坪頂段 9,13,14,,15,16,18","6.94","2.92","205.01","54.87","555.88","40.82","0.06","510.88","23.20","7.12","3.35","*","*","*","*","*","*"
"2018","3","10703029","鳯梨、無籽檸檬、樹豆","隆昌段 9132-000","6.36","3.10","79.41","118.67","93.37","85.07","0.03","599.84","42.99","3.89","2.20","9.17","未檢出","1.76","0.49","*","*"
"2018","3","10703030","四季檸檬","鹿野段 3722","6.14","4.12","267.84","143.86","472.59","151.59","0.05","375.14","77.94","1.78","5.19","6.33","0.07","2.00","0.25","*","*"
"2018","3","10703031","鳯梨、香蕉、玉米","康源段 43","6.47","3.27","550.17","140.03","1150.06","115.98","0.05","406.03","153.20","3.84","9.04","7.84","0.01","1.98","0.33","*","*"
"2018","3","10703032","鳯梨","康源段 0042-0000","6.75","2.71","475.65","141.96","917.29","84.66","0.07","408.86","124.76","3.48","8.70","8.01","未檢出","1.77","0.32","*","*"
"2018","3","10703037","芭樂","東河段 128,129","6.59","3.88","161.94","193.44","915.91","364.37","0.06","274.55","19.14","1.49","3.10","*","*","*","*","*","*"
"2018","3","10703038","","大王段 80","6.36","2.41","412.92","88.51","75.79","125.38","0.07","318.18","89.15","3.44","2.82","*","*","*","*","*","*"
"2018","3","10703039","檸檬","利家段 5937","6.90","1.71","364.83","55.14","848.53","129.15","0.13","482.96","101.86","5.25","15.37","11.99","未檢出","2.02","0.46","*","*"
"2018","3","10703040","薑","初鹿段 3972-0000","6.95","2.92","517.50","199.12","1720.54","200.93","0.12","478.09","143.37","5.46","17.05","7.40","未檢出","1.67","0.80","*","*"
"2018","3","10703041","樹木","","6.08","2.91","214.54","78.00","4759.29","342.68","0.09","339.96","120.36","14.35","18.10","*","*","*","*","*","*"
"2018","3","10703042","火龍果","東河鄉高原段 0483-0001","6.44","3.45","16.75","100.32","1969.69","957.42","0.07","264.95","99.18","4.98","4.51","*","*","*","*","*","*"
"2018","3","10703043","","","","","","","","","","","","","","*","*","*","*","*","*"
"2018","3","10703044","酪梨","初鹿段 3938,3939","6.34","2.81","296.03","109.95","579.40","117.29","0.12","325.22","51.00","4.94","6.15","*","*","*","*","*","*"
"2018","3","10703045","","萬朝段 R2016-7928 地號","6.57","3.31","11.82","123.58","2406.58","389.01","0.15","1750.08","258.50","8.76","9.00","*","*","*","*","*","*"
"2018","3","10703046","","萬朝段 393、395、391、318、267、314、 321、313 地號","6.54","2.94","346.17","66.95","571.83","125.39","0.11","943.94","17.01","4.97","4.30","*","*","*","*","*","*"
"2018","3","10703047","","大同段 1031、1028、1029、1030 地號","6.31","3.56","164.10","59.80","568.69","69.11","0.12","755.94","2.12","5.43","5.16","*","*","*","*","*","*"
"2018","3","10703048","","大池段 424、409、423、425 地號","6.55","3.84","37.80","146.09","2135.61","307.58","0.30","914.33","207.70","4.13","4.08","*","*","*","*","*","*"
"2018","3","10703049","","萬福段 429 地號","6.60","3.47","184.58","70.02","736.62","118.71","0.12","871.98","31.72","5.50","4.98","*","*","*","*","*","*"
"2018","3","10703050","","萬朝段 62、63 地號","6.84","3.21","57.08","66.65","4816.40","94.70","0.19","882.86","122.25","5.31","6.04","*","*","*","*","*","*"
"2018","3","10703051","","水墜段  538、611、539、594、596、597、 601、602 607、610 地號","6.79","3.52","86.06","133.13","1017.63","139.33","0.16","923.32","11.90","4.41","3.59","*","*","*","*","*","*"
"2018","3","10703052","","廣原段 R2014-5118 地號","6.59","2.71","75.39","136.04","864.42","183.84","0.22","1406.85","101.55","4.87","3.13","*","*","*","*","*","*"
"2018","3","10703053","","萬朝段 271、272、261 地號","6.62","3.18","60.86","109.57","2350.95","145.05","0.23","1002.94","76.52","4.59","4.36","*","*","*","*","*","*"
"2018","3","10703054","","水墜段 459、460、474、506、498 地號","6.01","2.91","175.14","98.27","514.75","127.41","0.22","1544.05","17.66","5.80","2.94","*","*","*","*","*","*"
"2018","3","10703055","","錦富段 40 地號","6.49","3.22","82.47","152.38","2031.38","331.49","0.20","1182.40","160.52","4.86","5.29","*","*","*","*","*","*"
"2018","3","10703056","","水墜段 378、372、370、371、377 地號","6.60","4.10","64.89","193.11","2072.85","254.37","0.13","1122.96","111.82","3.42","3.11","*","*","*","*","*","*"
"2018","3","10703057","","新興段 450、474、719 地號","6.40","4.88","97.76","178.72","1891.86","227.35","0.22","951.43","27.84","5.19","4.51","*","*","*","*","*","*"
"2018","3","10703058","","富山段  171、118、98-1、97、174、119、 121、120 地號","6.61","4.13","32.13","138.74","1735.24","297.12","0.12","1425.46","185.39","4.93","7.21","*","*","*","*","*","*"
"2018","3","10703059","","新興段 462、472、473、475 地號","6.77","4.54","133.01","168.28","1812.49","197.45","0.10","936.84","46.37","4.12","3.18","*","*","*","*","*","*"
"2018","3","10703060","","大池段 363、365、369、379 地號","6.04","4.20","39.34","118.00","825.01","100.78","0.19","793.69","31.83","6.27","4.81","*","*","*","*","*","*"
"2018","3","10703061","","興富段 375、385 地號","6.65","4.07","38.24","67.31","5951.10","109.39","0.26","963.02","156.84","3.96","4.63","*","*","*","*","*","*"
"2018","3","10703062","","大池段 1016、1018、1039、1084、1040、 1209、1209-2、1209-1、1223、1225 地號","6.86","3.70","182.12","176.33","1482.79","373.03","0.15","682.99","42.01","3.56","2.18","*","*","*","*","*","*"
"2018","3","10703063","","慶豐段 22、23、259、365、264、265、267、 269、367、403、404、137、138 地號","6.91","3.18","214.78","95.14","1559.15","145.69","0.15","884.41","80.78","5.19","5.18","*","*","*","*","*","*"
"2018","3","10703064","","鱉溪段 1666、1667 地號","7.09","3.99","111.23","162.52","1925.44","409.42","0.23","1243.91","173.31","4.72","7.46","*","*","*","*","*","*"
"2018","3","10703065","","興富段 161 地號、萬安水墜小段 1235","6.18","4.61","131.82","290.32","1521.21","242.81","0.69","599.00","32.02","4.97","4.88","*","*","*","*","*","*"
"2018","3","10703066","","大埔段 15、16、15-2 地號","6.77","3.42","27.25","64.20","4459.83","96.38","0.28","1009.84","111.81","5.95","6.42","*","*","*","*","*","*"
"2018","3","10703067","","大池段 556、573、575、576、578、579 地號","6.98","3.26","24.86","68.16","5541.64","135.23","0.28","930.09","158.02","4.33","5.82","*","*","*","*","*","*"
"2018","3","10703068","","萬安段水墜小段 1237、792 地號","6.12","5.46","7.45","60.98","828.41","609.96","0.04","170.48","132.38","1.49","1.41","*","*","*","*","*","*"
"2018","3","10703069","","福原段 911、  915、  980 地號","5.67","3.71","59.71","141.07","838.59","150.18","0.36","1009.03","17.87","4.99","3.10","*","*","*","*","*","*"
"2018","3","10703070","","大池段 1207、394、395、399、407 地號","6.63","5.00","32.20","92.96","2536.20","205.84","0.40","1328.05","241.00","6.00","5.81","*","*","*","*","*","*"
"2018","3","10703071","","水墜段 195、196、199、198 地號","6.96","2.42","31.35","87.46","4047.94","231.46","0.19","575.95","150.79","3.95","2.51","*","*","*","*","*","*"
"2018","3","10703072","","新興段 1043、1049、1050、1051 地號","6.13","2.74","162.11","87.90","394.31","81.50","0.26","609.44","0.70","7.03","4.77","*","*","*","*","*","*"
"2018","3","10703073","","大池段 975、982、983 地號","6.26","4.42","88.50","154.07","1546.06","200.72","0.37","1502.89","48.96","5.35","7.74","*","*","*","*","*","*"
"2018","3","10703074","","大池段 1019、1021、1083、1086、1090、 1091、1093 1099、1208、1218 地號","6.81","2.93","45.02","101.15","5117.70","128.29","0.24","681.64","148.61","5.01","4.52","*","*","*","*","*","*"
"2018","3","10703075","","錦富段 629、630、647、654、655、663 地號","7.00","3.44","63.46","118.01","3620.97","189.92","0.24","1013.11","186.51","4.78","5.25","*","*","*","*","*","*"
"2018","3","10703076","","興富段 220、221、222 地號","7.22","3.14","54.63","77.28","2582.55","127.95","0.18","1068.24","106.81","5.08","5.11","*","*","*","*","*","*"
"2018","3","10703077","","萬朝段 270、341、359、679、150、678、 142 地號","7.28","2.00","253.29","43.34","343.37","77.52","0.07","542.18","31.23","4.10","1.78","*","*","*","*","*","*"
"2018","3","10703078","","興富段 181、183  、191 地號","6.82","4.56","43.54","163.66","1546.18","201.49","0.37","1215.26","28.15","3.96","3.03","*","*","*","*","*","*"
"2018","3","10703079","","錦富段 538、533、509、543、514、525、 526、531 地號","7.12","3.06","14.73","90.00","4510.86","640.04","0.22","1121.68","155.24","3.73","5.25","*","*","*","*","*","*"
"2018","3","10703080","","新興段 381 地號","6.66","3.63","229.55","78.84","484.31","76.79","0.16","462.59","0.83","7.24","4.18","*","*","*","*","*","*"
"2018","3","10703081","","大池段 351、350  、335、648、646、645、。647 地號","6.57","3.95","83.89","145.18","1570.75","192.64","0.28","869.65","43.17","3.32","2.50","*","*","*","*","*","*"
"2018","3","10703082","","錦富段 1076、  1237 地號","6.74","3.03","84.00","90.93","881.71","100.95","0.12","937.67","26.21","4.00","2.50","*","*","*","*","*","*"
"2018","3","10703083","","萬朝段 19、90、702、681、81、82、89 地號","6.48","2.91","238.30","49.52","430.14","89.69","0.13","1037.25","41.32","4.64","4.82","*","*","*","*","*","*"
"2018","3","10703084","茶樹","利吉北段 250,251","6.61","3.18","149.71","752.90","530.43","223.30","0.07","282.30","40.90","2.20","1.26","*","*","*","*","*","*"
"2018","3","10703085","","池上段","6.33","2.57","109.95","64.31","7188.84","130.32","0.16","547.24","170.56","1.76","2.45","5.38","未檢出","2.43","0.66","*","*"
"2018","3","10703090","酪梨","太平段","7.14","4.06","247.21","75.85","2251.45","90.78","0.08","84.60","189.25","0.99","5.24","3.26","0.09","2.15","0.21","*","*"
"2018","3","10703091","蔬菜","太平段","7.21","4.95","50.85","99.90","1414.86","234.27","0.12","238.22","73.93","2.64","9.43","*","*","*","*","*","*"
"2018","3","10703092","蔬菜","太平段","7.11","3.83","76.78","78.00","1157.12","193.35","0.12","248.76","83.24","2.68","7.66","*","*","*","*","*","*"
"2018","3","10703093","蔬菜","太平段","7.31","3.48","70.62","80.03","908.21","146.45","0.06","192.28","67.16","2.07","9.15","*","*","*","*","*","*"
"2018","3","10703094","蔬菜","太平段","7.32","3.88","54.60","104.88","686.11","136.82","0.05","255.84","74.97","2.68","8.98","*","*","*","*","*","*"
"2018","3","10703095","蔬菜","太平段","7.33","3.36","58.88","94.83","662.46","139.04","0.05","260.72","76.35","2.60","7.85","*","*","*","*","*","*"
"2018","3","10703096","蔬菜","太平段","7.14","3.48","45.02","95.39","497.77","120.82","0.06","281.94","76.22","2.31","7.22","*","*","*","*","*","*"
"2018","3","10703097","","本場","7.33","1.93","474.80","34.41","997.64","108.11","0.07","412.52","53.63","4.31","30.90","*","*","*","*","*","*"
"2018","3","10703098","鳯梨","都豐段 488","6.14","5.56","36.24","291.24","625.13","412.68","0.09","184.42","13.70","1.12","1.76","*","*","*","*","*","*"
"2018","3","10703099","鳯梨","都豐段 488","5.90","4.06","14.69","146.86","527.89","366.84","0.09","192.62","10.73","0.93","18.13","*","*","*","*","*","*"
"2018","3","10703100","鳯梨","都豐段 488","5.95","5.39","17.84","138.65","848.76","354.13","0.05","120.88","7.06","0.92","0.56","*","*","*","*","*","*"
"2018","3","10703101","鳯梨","都豐段 488","5.71","5.77","23.74","157.95","425.69","305.45","0.04","120.21","9.99","0.55","0.17","*","*","*","*","*","*"
"2018","3","10703102","鳯梨","都豐段 488","7.16","4.89","211.93","1069.47","1375.71","582.24","0.13","124.59","34.84","1.21","3.47","*","*","*","*","*","*"
"2018","3","10703103","釋迦","新園段 0786-0000001","6.32","2.28","635.00","79.01","640.06","84.56","0.10","159.33","66.64","2.50","11.75","*","*","*","*","*","*"
"2018","3","10703104","芭蕉、香蕉、咖啡","利家段 7058 號","6.95","2.97","108.16","83.10","664.84","124.86","0.09","204.57","65.43","1.76","0.77","5.55","0.02","1.82","0.63","*","*"
"2018","3","10703105","荖葉","旭川 550","6.17","2.02","825.40","89.49","450.20","74.25","0.15","429.08","12.48","7.28","12.67","*","*","*","*","*","*"
"2018","3","10703106","南瓜、咖啡","鹿野鄉隆昌段 92-1，93","6.56","2.64","442.22","55.88","505.40","83.58","0.06","180.03","104.56","2.54","7.73","*","*","*","*","*","*"
"2018","3","10703107","桑葚、黃金果、荔枝","鹿野 915-9","6.77","2.86","60.46","57.82","384.22","139.04","0.04","267.48","88.88","2.08","2.71","*","*","*","*","*","*"
"2018","3","10703108","金銀花、檸檬、香丁","卑南鄉三塊厝段 0667-0000","5.11","2.55","63.06","106.16","859.61","202.06","0.05","54.73","16.67","0.84","1.98","8.98","0.02","1.01","0.54","*","*"
